Biker_Age,Riding_Experience,Wearing_Helmet,Motorcycle_Ownership,Valid_Driving_License,Bike_Condition,Road_Type,Road_condition,Weather,Time_of_Day,Traffic_Density,Speed_Limit,Bike_Speed,Number_of_Vehicles,Biker_Alcohol,Accident_Severity
29.0,8.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Noon,5.0,60.0,55.0,1.0,0.0,No Accident
19.0,5.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Evening,5.0,60.0,43.0,5.0,0.0,No Accident
15.0,3.0,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,3.0,60.0,60.0,5.0,0.0,No Accident
25.0,8.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,4.0,60.0,40.0,7.0,0.0,No Accident
27.0,5.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,1.0,60.0,95.0,1.0,0.0,No Accident
26.0,5.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,7.0,60.0,58.0,5.0,0.0,No Accident
30.0,7.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,3.0,60.0,40.0,1.0,1.0,No Accident
27.0,9.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,6.0,60.0,36.0,1.0,0.0,No Accident
19.0,3.0,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,3.0,60.0,85.0,6.0,0.0,No Accident
24.0,1.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Noon,1.0,60.0,42.0,1.0,0.0,No Accident
16.0,1.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Evening,5.0,60.0,48.0,4.0,0.0,No Accident
18.0,2.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,1.0,60.0,74.0,1.0,0.0,No Accident
16.0,9.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,1.0,60.0,99.0,2.0,0.0,No Accident
29.0,1.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,2.0,60.0,55.0,7.0,0.0,No Accident
25.0,10.0,No,Inherited,No,New,Village Road,Dry,Foggy,Morning,2.0,60.0,83.0,2.0,0.0,No Accident
22.0,4.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,1.0,60.0,76.0,8.0,0.0,No Accident
19.0,4.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Night,5.0,60.0,40.0,7.0,0.0,No Accident
17.0,3.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,4.0,60.0,65.0,6.0,0.0,No Accident
27.0,3.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Noon,6.0,60.0,37.0,3.0,0.0,No Accident
17.0,5.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Evening,6.0,60.0,94.0,6.0,0.0,No Accident
19.0,9.0,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,1.0,60.0,87.0,1.0,0.0,No Accident
22.0,5.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Night,2.0,60.0,84.0,3.0,0.0,No Accident
30.0,5.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,2.0,60.0,41.0,1.0,0.0,No Accident
19.0,9.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,6.0,60.0,55.0,4.0,0.0,No Accident
15.0,2.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,1.0,60.0,40.0,2.0,0.0,No Accident
16.0,1.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Night,7.0,60.0,46.0,4.0,0.0,No Accident
27.0,5.0,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,2.0,60.0,91.0,7.0,0.0,No Accident
29.0,10.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Noon,4.0,60.0,59.0,5.0,0.0,No Accident
15.0,1.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Evening,5.0,60.0,87.0,7.0,0.0,No Accident
23.0,6.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,6.0,60.0,57.0,4.0,0.0,No Accident
15.0,8.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,2.0,60.0,92.0,7.0,0.0,No Accident
20.0,5.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,3.0,60.0,95.0,8.0,0.0,No Accident
23.0,3.0,No,Inherited,No,New,Village Road,Dry,Clear,Morning,6.0,60.0,72.0,3.0,0.0,No Accident
20.0,1.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,2.0,60.0,78.0,2.0,0.0,No Accident
16.0,4.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Night,4.0,60.0,30.0,5.0,0.0,No Accident
17.0,7.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,5.0,60.0,39.0,8.0,0.0,No Accident
28.0,10.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Noon,1.0,60.0,39.0,6.0,0.0,No Accident
21.0,10.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Evening,1.0,60.0,71.0,1.0,0.0,No Accident
17.0,2.0,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,2.0,60.0,34.0,8.0,0.0,No Accident
17.0,0.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,2.0,60.0,54.0,1.0,0.0,No Accident
23.0,10.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,3.0,40.0,30.0,6.0,0.0,No Accident
17.0,6.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,6.0,40.0,24.0,5.0,0.0,No Accident
19.0,10.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,5.0,40.0,54.0,2.0,0.0,No Accident
27.0,2.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,6.0,40.0,49.0,5.0,0.0,No Accident
25.0,1.0,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,3.0,40.0,42.0,1.0,0.0,No Accident
26.0,3.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Noon,4.0,40.0,73.0,1.0,0.0,No Accident
18.0,10.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Evening,5.0,40.0,53.0,4.0,0.0,No Accident
25.0,8.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,1.0,40.0,66.0,8.0,0.0,No Accident
30.0,7.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,4.0,40.0,22.0,4.0,0.0,No Accident
22.0,2.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,1.0,40.0,89.0,5.0,0.0,No Accident
20.0,8.0,No,Inherited,No,New,Village Road,Dry,Foggy,Morning,3.0,40.0,37.0,7.0,0.0,No Accident
19.0,10.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,3.0,40.0,74.0,4.0,0.0,No Accident
30.0,7.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Night,2.0,40.0,46.0,4.0,0.0,No Accident
17.0,7.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,1.0,40.0,60.0,3.0,0.0,No Accident
30.0,1.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Noon,6.0,40.0,36.0,4.0,0.0,No Accident
25.0,6.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Evening,6.0,40.0,35.0,7.0,0.0,No Accident
19.0,5.0,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,2.0,40.0,81.0,8.0,0.0,No Accident
17.0,9.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Night,2.0,40.0,77.0,6.0,0.0,No Accident
17.0,5.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,6.0,40.0,35.0,3.0,0.0,No Accident
17.0,0.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,2.0,40.0,47.0,2.0,0.0,No Accident
22.0,3.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,1.0,40.0,66.0,3.0,0.0,No Accident
20.0,4.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Night,7.0,40.0,74.0,3.0,0.0,No Accident
29.0,6.0,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,6.0,40.0,88.0,6.0,0.0,No Accident
15.0,8.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Noon,4.0,40.0,36.0,6.0,0.0,No Accident
21.0,3.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Evening,4.0,40.0,75.0,3.0,0.0,No Accident
27.0,5.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,6.0,40.0,89.0,1.0,0.0,No Accident
15.0,7.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,7.0,40.0,81.0,8.0,0.0,No Accident
16.0,2.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,6.0,40.0,29.0,4.0,0.0,No Accident
26.0,6.0,No,Inherited,No,New,Village Road,Dry,Clear,Morning,2.0,40.0,36.0,7.0,0.0,No Accident
20.0,3.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,1.0,40.0,41.0,2.0,1.0,No Accident
21.0,5.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Night,1.0,40.0,80.0,2.0,0.0,No Accident
24.0,0.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,3.0,40.0,68.0,7.0,0.0,No Accident
25.0,4.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Noon,1.0,40.0,44.0,3.0,0.0,No Accident
20.0,2.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Evening,6.0,40.0,46.0,2.0,0.0,No Accident
18.0,1.0,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,7.0,40.0,72.0,3.0,0.0,No Accident
29.0,7.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,4.0,40.0,50.0,3.0,0.0,No Accident
15.0,7.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,6.0,40.0,47.0,8.0,0.0,No Accident
24.0,0.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,3.0,40.0,75.0,6.0,0.0,No Accident
27.0,7.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,1.0,40.0,82.0,6.0,0.0,No Accident
17.0,5.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,2.0,40.0,66.0,6.0,0.0,No Accident
27.0,0.0,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,1.0,40.0,60.0,7.0,0.0,No Accident
24.0,10.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Noon,3.0,40.0,74.0,1.0,0.0,No Accident
16.0,5.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Evening,3.0,40.0,35.0,7.0,0.0,No Accident
16.0,3.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,7.0,40.0,82.0,5.0,0.0,No Accident
15.0,5.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,1.0,40.0,68.0,2.0,0.0,No Accident
21.0,7.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,2.0,40.0,76.0,4.0,0.0,No Accident
28.0,9.0,No,Inherited,No,New,Village Road,Dry,Foggy,Morning,4.0,40.0,51.0,6.0,0.0,No Accident
28.0,8.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,7.0,40.0,90.0,3.0,0.0,No Accident
23.0,2.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Night,2.0,40.0,83.0,5.0,0.0,No Accident
25.0,1.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,1.0,40.0,42.0,1.0,0.0,No Accident
15.0,3.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Noon,3.0,40.0,21.0,3.0,0.0,No Accident
17.0,5.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Evening,5.0,40.0,23.0,5.0,0.0,No Accident
22.0,4.0,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,2.0,40.0,79.0,7.0,0.0,No Accident
17.0,7.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Night,3.0,40.0,49.0,8.0,0.0,No Accident
26.0,1.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,5.0,40.0,86.0,4.0,0.0,No Accident
29.0,2.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,4.0,40.0,35.0,4.0,0.0,No Accident
27.0,6.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,6.0,40.0,28.0,3.0,0.0,No Accident
26.0,2.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Night,2.0,40.0,67.0,4.0,0.0,No Accident
20.0,1.0,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,6.0,40.0,63.0,2.0,0.0,No Accident
30.0,10.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Noon,6.0,40.0,72.0,1.0,0.0,No Accident
18.0,6.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Evening,6.0,40.0,53.0,6.0,0.0,No Accident
29.0,10.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,3.0,40.0,90.0,3.0,0.0,No Accident
18.0,7.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,2.0,40.0,25.0,6.0,0.0,No Accident
16.0,7.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,2.0,40.0,54.0,8.0,0.0,No Accident
16.0,1.0,No,Inherited,No,New,Village Road,Dry,Clear,Morning,3.0,40.0,26.0,2.0,0.0,No Accident
21.0,10.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,4.0,40.0,49.0,4.0,0.0,No Accident
17.0,5.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Night,1.0,40.0,64.0,7.0,0.0,No Accident
19.0,10.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,3.0,40.0,60.0,8.0,0.0,No Accident
16.0,6.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Noon,7.0,40.0,78.0,6.0,1.0,No Accident
30.0,9.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Evening,2.0,40.0,31.0,6.0,0.0,No Accident
20.0,9.0,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,3.0,40.0,24.0,8.0,0.0,No Accident
25.0,9.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,2.0,40.0,83.0,7.0,0.0,No Accident
16.0,7.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,5.0,40.0,80.0,7.0,0.0,No Accident
30.0,10.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,3.0,40.0,34.0,5.0,0.0,No Accident
15.0,2.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,3.0,40.0,46.0,1.0,0.0,No Accident
22.0,7.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,4.0,40.0,34.0,4.0,0.0,No Accident
16.0,8.0,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,5.0,40.0,54.0,8.0,0.0,No Accident
28.0,1.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Noon,5.0,40.0,62.0,6.0,0.0,No Accident
18.0,5.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Evening,5.0,40.0,80.0,6.0,0.0,No Accident
18.0,10.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,6.0,40.0,49.0,3.0,0.0,No Accident
17.0,4.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,5.0,40.0,90.0,2.0,0.0,No Accident
16.0,6.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,7.0,40.0,64.0,4.0,0.0,No Accident
25.0,0.0,No,Inherited,No,New,Village Road,Dry,Foggy,Morning,3.0,40.0,24.0,2.0,0.0,No Accident
20.0,1.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,7.0,40.0,42.0,1.0,0.0,No Accident
24.0,8.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Night,1.0,40.0,23.0,1.0,0.0,No Accident
29.0,0.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,4.0,40.0,69.0,2.0,0.0,No Accident
17.0,9.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Noon,7.0,40.0,86.0,6.0,0.0,No Accident
16.0,8.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Evening,1.0,40.0,49.0,7.0,0.0,No Accident
22.0,1.0,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,4.0,40.0,59.0,3.0,0.0,No Accident
28.0,3.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Night,6.0,40.0,44.0,1.0,0.0,No Accident
21.0,0.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,3.0,40.0,86.0,7.0,0.0,No Accident
24.0,8.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,2.0,40.0,83.0,6.0,0.0,No Accident
17.0,10.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,5.0,40.0,29.0,3.0,0.0,No Accident
18.0,5.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Night,2.0,40.0,40.0,2.0,0.0,No Accident
23.0,9.0,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,6.0,40.0,69.0,7.0,0.0,No Accident
21.0,0.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Noon,4.0,40.0,34.0,3.0,0.0,No Accident
27.0,0.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Evening,6.0,40.0,73.0,8.0,0.0,No Accident
21.0,10.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,5.0,40.0,70.0,7.0,0.0,No Accident
25.0,10.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,5.0,40.0,26.0,7.0,0.0,No Accident
16.0,5.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,2.0,40.0,53.0,1.0,0.0,No Accident
18.0,7.0,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,3.0,40.0,36.0,3.0,0.0,No Accident
17.0,5.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Morning,1.0,40.0,63.0,8.0,0.0,No Accident
27.0,2.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,2.0,40.0,53.0,3.0,0.0,No Accident
23.0,5.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,1.0,40.0,86.0,8.0,0.0,No Accident
28.0,7.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,1.0,40.0,80.0,3.0,0.0,No Accident
16.0,6.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Noon,3.0,40.0,31.0,3.0,0.0,No Accident
26.0,9.0,No,Inherited,No,New,Village Road,Dry,Foggy,Evening,3.0,40.0,87.0,2.0,0.0,No Accident
28.0,7.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,1.0,40.0,36.0,1.0,0.0,No Accident
26.0,4.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Night,5.0,40.0,21.0,4.0,0.0,No Accident
27.0,0.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,7.0,40.0,35.0,6.0,0.0,No Accident
22.0,4.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Morning,2.0,40.0,39.0,4.0,0.0,No Accident
19.0,10.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,3.0,40.0,64.0,3.0,0.0,No Accident
21.0,0.0,No,Inherited,No,New,Village Road,Dry,Clear,Night,6.0,40.0,85.0,6.0,0.0,No Accident
15.0,1.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,7.0,40.0,75.0,4.0,0.0,No Accident
22.0,6.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Noon,4.0,40.0,34.0,6.0,0.0,No Accident
20.0,8.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Evening,5.0,40.0,89.0,1.0,0.0,No Accident
23.0,0.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,6.0,40.0,53.0,1.0,0.0,No Accident
20.0,0.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Night,6.0,40.0,81.0,8.0,0.0,No Accident
25.0,6.0,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,3.0,40.0,38.0,2.0,0.0,No Accident
22.0,4.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Morning,6.0,40.0,78.0,2.0,0.0,No Accident
19.0,10.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,4.0,40.0,71.0,3.0,0.0,No Accident
18.0,0.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,2.0,40.0,43.0,7.0,0.0,No Accident
17.0,10.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,4.0,40.0,78.0,8.0,0.0,No Accident
29.0,5.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Noon,3.0,40.0,50.0,7.0,0.0,No Accident
23.0,6.0,No,Inherited,No,New,Village Road,Dry,Clear,Evening,2.0,40.0,87.0,4.0,0.0,No Accident
19.0,7.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,2.0,40.0,81.0,8.0,0.0,No Accident
19.0,3.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Night,5.0,40.0,32.0,6.0,1.0,No Accident
15.0,1.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,4.0,40.0,25.0,1.0,0.0,No Accident
25.0,10.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Morning,3.0,40.0,74.0,4.0,0.0,No Accident
19.0,2.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,4.0,40.0,25.0,3.0,0.0,No Accident
22.0,7.0,No,Inherited,No,New,Village Road,Dry,Foggy,Night,5.0,40.0,74.0,6.0,0.0,No Accident
30.0,2.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,6.0,40.0,83.0,2.0,0.0,No Accident
21.0,3.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Noon,6.0,40.0,39.0,1.0,0.0,No Accident
28.0,10.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Evening,1.0,40.0,70.0,1.0,0.0,No Accident
20.0,6.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,5.0,40.0,72.0,7.0,0.0,No Accident
26.0,6.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,5.0,40.0,42.0,8.0,0.0,No Accident
16.0,10.0,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,3.0,40.0,66.0,7.0,0.0,No Accident
17.0,10.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Morning,7.0,40.0,33.0,1.0,0.0,No Accident
21.0,4.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,2.0,40.0,32.0,8.0,0.0,No Accident
17.0,9.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,4.0,40.0,49.0,2.0,0.0,No Accident
27.0,6.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,6.0,40.0,29.0,7.0,0.0,No Accident
23.0,10.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Noon,5.0,40.0,55.0,5.0,0.0,No Accident
25.0,8.0,No,Inherited,No,New,Village Road,Dry,Foggy,Evening,5.0,40.0,61.0,8.0,0.0,No Accident
19.0,0.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,7.0,40.0,79.0,2.0,0.0,No Accident
20.0,10.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Night,2.0,40.0,40.0,3.0,0.0,No Accident
29.0,4.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,1.0,40.0,59.0,4.0,0.0,No Accident
17.0,2.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Morning,4.0,40.0,43.0,5.0,0.0,No Accident
18.0,4.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,3.0,40.0,47.0,1.0,0.0,No Accident
18.0,9.0,No,Inherited,No,New,Village Road,Dry,Clear,Night,6.0,40.0,36.0,8.0,0.0,No Accident
27.0,1.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,4.0,40.0,43.0,2.0,0.0,No Accident
20.0,7.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Noon,3.0,40.0,23.0,4.0,0.0,No Accident
26.0,7.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Evening,3.0,40.0,58.0,5.0,0.0,No Accident
26.0,9.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,4.0,40.0,80.0,2.0,0.0,No Accident
28.0,0.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Night,5.0,40.0,81.0,1.0,0.0,No Accident
25.0,9.0,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,6.0,40.0,59.0,6.0,0.0,No Accident
26.0,0.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Morning,2.0,40.0,50.0,5.0,0.0,No Accident
28.0,9.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,1.0,40.0,67.0,3.0,0.0,No Accident
18.0,0.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,6.0,40.0,78.0,6.0,0.0,No Accident
30.0,1.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,4.0,40.0,58.0,4.0,0.0,No Accident
15.0,6.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Noon,7.0,40.0,89.0,8.0,0.0,No Accident
29.0,6.0,No,Inherited,No,New,Village Road,Dry,Clear,Evening,3.0,40.0,28.0,1.0,0.0,No Accident
22.0,2.0,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,4.0,40.0,76.0,5.0,0.0,No Accident
28.0,2.0,No,Bought with own money,No,New,Village Road,Wet,Rainy,Night,2.0,40.0,75.0,5.0,0.0,No Accident
22.0,0.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,5.0,40.0,45.0,6.0,0.0,No Accident
25.0,8.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Morning,3.0,40.0,23.0,2.0,0.0,No Accident
16.0,7.0,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,3.0,40.0,31.0,5.0,0.0,No Accident
23.0,4.0,No,Inherited,No,New,Village Road,Dry,Foggy,Night,1.0,40.0,87.0,7.0,0.0,No Accident
30.0,9.0,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,2.0,40.0,43.0,8.0,0.0,No Accident
25.0,8.0,No,Bought with own money,No,New,Village Road,Dry,Clear,Noon,7.0,40.0,25.0,2.0,0.0,No Accident
29.0,7.0,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Evening,1.0,40.0,58.0,6.0,0.0,No Accident
17.0,3.0,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,6.0,40.0,43.0,2.0,0.0,No Accident
28.0,7.0,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,6.0,40.0,71.0,2.0,0.0,No Accident
17.0,3.0,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,2.0,40.0,34.0,3.0,0.0,No Accident
